Month_Year,Category,Ship_State,Order_Region,Total_Revenue,Total_Orders,Total_Units_Sold,Revenue_Segment
Jul-2022,BLOUSE,TAMIL NADU,Domestic,16201765.0,9605,8388.0,High
Dec-2021,TOP,ORISSA,Domestic,18453482.32,25844,22250.0,Medium
Mar-2022,SET,NEW ZEALAND,International,425222307.55,300293,259478.0,High
Nov-2022,SAREE,GUJARAT,Domestic,15481772.0,8866,8422.0,High
Mar-2022,SET,UTTARAKHAND,Domestic,1193762.0,1049,1049.0,High
Apr-2022,KURTA,PUNJAB,Domestic,349783536.0,825992,807472.0,High
Jan-2024,KURTA,NL,Domestic,355201.88,420,402.0,Low
Nov-2024,SAREE,CHANDIGARH,Domestic,776942.05,1604,1498.0,Medium
May-2022,SAREE,UNITED STATES,International,246663164.08,556157,552068.0,High
Jul-2023,KURTA,UTTARAKHAND,Domestic,18382997.2,18380,17323.0,Medium
Apr-2021,SET,JAPAN,International,19647161.11,18647,16773.0,Medium
Jul-2021,SAREE,TELANGANA,Domestic,315117.88,211,192.0,Low
Oct-2021,SET,KARNATAKA,Domestic,231352.34,318,295.0,Low
Nov-2022,KURTA,SOUTH AFRICA,International,13438978.75,26164,27268.0,Medium
Mar-2021,SET,BELGIUM,International,16384.49,51,51.0,Low
Jul-2023,TOP,UNITED STATES,International,352406726.13,595046,616665.0,High
Mar-2022,SET,MAHARASHTRA,Domestic,9391697.0,10490,10490.0,High
Oct-2025,KURTA,WEST BENGAL,Domestic,291338700.78,486838,455847.0,High
Oct-2021,SET,RAJASTHAN,Domestic,19401775.34,25752,22208.0,Medium
Mar-2024,KURTA,PORTUGAL,International,81739549.01,97899,99178.0,High
Dec-2024,SET,RAJASTHAN,Domestic,422591.87,624,635.0,Low
Aug-2025,SET,SINGAPORE,International,2425996.5,3035,2765.0,Medium
Dec-2022,SAREE,HIMACHAL PRADESH,Domestic,31040871.0,20338,18599.0,High
Dec-2025,BLOUSE,LAKSHADWEEP,Domestic,281166.01,382,352.0,Low
Dec-2022,SET,ANDHRA PRADESH,Domestic,17488487.4,14343,14453.0,Medium
Nov-2024,SET,MAHARASHTRA,Domestic,65622300.16,45550,47649.0,High
Aug-2023,SAREE,IRELAND,International,332395.46,257,251.0,Low
Apr-2021,TOP,MEXICO,International,5653387.13,10346,9793.0,Medium
Apr-2021,SET,NL,Domestic,6540863.25,10093,10338.0,Medium
Nov-2022,TOP,TAMIL NADU,Domestic,91903.0,373,349.0,Medium
May-2023,BLOUSE,DELHI,Domestic,37544.81,31,31.0,Low
Sep-2021,TOP,JHARKHAND,Domestic,11719503.88,14381,13017.0,Medium
Dec-2022,TOP,SOUTH AFRICA,International,479921980.64,396606,387797.0,High
Sep-2025,TOP,RAJSHTHAN,Domestic,11000684.69,8028,8290.0,Medium
Oct-2022,BOTTOM,NAGALAND,Domestic,10215985.8,26029,22429.0,Medium
Feb-2021,BLOUSE,FRANCE,International,343570.39,399,341.0,Low
Dec-2022,SET,HIMACHAL PRADESH,Domestic,23226669.0,23119,20936.0,High
Aug-2023,BLOUSE,SWEDEN,International,8926266.62,6114,5749.0,Medium
Sep-2025,SAREE,GUJARAT,Domestic,135382.61,252,215.0,Low
Feb-2023,BLOUSE,JAMMU & KASHMIR,Domestic,351134.3,660,573.0,Low
Mar-2024,KURTA,AR,Domestic,148445.02,196,170.0,Low
Nov-2025,SET,UNITED KINGDOM,International,11506615.91,7975,8043.0,Medium
Apr-2023,BOTTOM,FRANCE,International,436497007.0,379845,330937.0,High
Aug-2022,KURTA,GERMANY,International,498352.05,515,516.0,Low
Apr-2022,TOP,MADHYA PRADESH,Domestic,22059681.0,48216,45633.0,High
Aug-2025,BOTTOM,MIZORAM,Domestic,29058682.2,64177,64588.0,High
Oct-2022,BLOUSE,GOA,Domestic,15618689.0,12642,10876.0,High
Jun-2022,SET,ARUNACHAL PRADESH,Domestic,13614971.0,13637,13637.0,High
Jun-2022,SET,ODISHA,Domestic,233570340.0,270642,260152.0,High
Aug-2025,SAREE,LADAKH,Domestic,467076957.34,417031,376367.0,High
Jun-2022,SET,MADHYA PRADESH,Domestic,245515303.0,288475,276936.0,High
Dec-2021,TOP,CHHATTISGARH,Domestic,369101.0,273,271.0,Low
Feb-2024,TOP,INDONESIA,International,173402924.6,171657,148388.0,High
Mar-2022,KURTA,PUNJAB,Domestic,280970.71,276,277.0,Low
Jan-2023,BLOUSE,PONDICHERRY,Domestic,458745.72,394,357.0,Low
Jul-2024,BOTTOM,SOUTH AFRICA,International,8653548.32,9052,8696.0,Medium
Mar-2022,KURTA,TELANGANA,Domestic,1848296.0,3704,3704.0,High
Dec-2023,KURTA,SIKKIM,Domestic,15170535.97,10883,10456.0,Medium
Apr-2022,SET,WEST BENGAL,Domestic,692354686.0,876964,833955.0,High
Sep-2025,SAREE,PUDUCHERRY,Domestic,321659.77,223,234.0,Low
Jul-2021,SAREE,TAMIL NADU,Domestic,220919497.06,339343,310987.0,High
May-2022,BLOUSE,GUJARAT,Domestic,698724.0,1404,1404.0,High
Sep-2022,SAREE,HIMACHAL PRADESH,Domestic,42244.0,226,207.0,Medium
Dec-2025,KURTA,ITALY,International,15372380.32,40239,34304.0,Medium
Apr-2022,KURTA,DADRA AND NAGAR,Domestic,10637888.0,29632,29632.0,High
Aug-2025,BOTTOM,RAJSHTHAN,Domestic,8944952.85,6384,6001.0,Medium
Apr-2022,SAREE,WEST BENGAL,Domestic,277389.0,294,294.0,High
Dec-2021,TOP,MADHYA PRADESH,Domestic,423500.91,355,313.0,Low
Jan-2025,TOP,PUDUCHERRY,Domestic,9666871.19,12591,11691.0,Medium
Sep-2023,BLOUSE,CHANDIGARH,Domestic,481849.42,468,489.0,Low
Dec-2022,TOP,UTTAR PRADESH,Domestic,5924109.0,9585,9381.0,High
Oct-2021,SET,BRAZIL,International,442804.06,555,514.0,Low
Jan-2025,KURTA,JAMMU & KASHMIR,Domestic,363125.58,375,350.0,Low
Nov-2025,TOP,INDONESIA,International,16247333.24,44557,38494.0,Medium
Aug-2021,BOTTOM,MADHYA PRADESH,Domestic,35375.09,36,31.0,Low
Jan-2025,BOTTOM,AUSTRALIA,International,346312700.11,266988,229160.0,High
Mar-2022,BLOUSE,UTTAR PRADESH,Domestic,65520.0,234,234.0,Medium
Jun-2022,KURTA,UTTAR PRADESH,Domestic,1453997792.0,3015056,2959496.0,High
Oct-2022,SAREE,TELANGANA,Domestic,17077843.0,10579,9936.0,High
Apr-2022,BOTTOM,UTTAR PRADESH,Domestic,72922.0,190,190.0,Medium
Apr-2022,KURTA,KARNATAKA,Domestic,221797.98,169,156.0,Low
Jan-2021,SAREE,PUNJAB/MOHALI/ZIRAKPUR,Domestic,6140273.05,4449,3884.0,Medium
Oct-2025,SET,ORISSA,Domestic,12076225.3,8853,8712.0,Medium
May-2022,BLOUSE,UTTARAKHAND,Domestic,390312.0,702,702.0,High
Mar-2025,TOP,ANDAMAN & NICOBAR,Domestic,203748.46,159,153.0,Low
Feb-2024,SET,UNITED STATES,International,13689592.87,33330,33193.0,Medium
Oct-2024,KURTA,UTTARAKHAND,Domestic,229507.84,435,393.0,Low
May-2022,KURTA,DADRA AND NAGAR,Domestic,7759880.0,18520,18520.0,High
May-2022,TOP,KARNATAKA,Domestic,181039887.0,359898,352149.0,High
Jun-2022,KURTA,AR,Domestic,323168.77,240,225.0,Low
Feb-2024,KURTA,CHHATTISGARH,Domestic,370405.15,337,294.0,Low
May-2022,SAREE,HARYANA,Domestic,414093.67,577,568.0,Low
Nov-2025,BLOUSE,INDONESIA,International,277792.86,344,334.0,Low
Mar-2022,SAREE,TELANGANA,Domestic,329540.39,488,453.0,Low
Apr-2024,TOP,NORWAY,International,19110739.59,13721,14303.0,Medium
Jul-2022,SAREE,ODISHA,Domestic,3371497.0,3676,3487.0,High
Feb-2021,KURTA,NORWAY,International,290101615.53,349743,339653.0,High
Apr-2022,KURTA,NAGALAND,Domestic,8359928.0,25928,18520.0,High
Jul-2022,KURTA,SINGAPORE,International,122109389.61,85067,85599.0,High
Nov-2025,SET,JAPAN,International,345815213.23,598074,521303.0,High
Nov-2023,BOTTOM,POLAND,International,19097220.72,17838,16225.0,Medium
Oct-2022,SET,ASSAM,Domestic,45430257.0,28736,26484.0,High
May-2022,BLOUSE,INDONESIA,International,402340633.69,773550,778143.0,High
Mar-2021,KURTA,NORWAY,International,4043914.22,4915,4504.0,Medium
Jun-2022,BOTTOM,KARNATAKA,Domestic,93841.0,304,285.0,Medium
Aug-2022,KURTA,RAJASTHAN,Domestic,1819221.0,1802,1699.0,High
May-2022,SAREE,HARYANA,Domestic,245637.0,294,294.0,High
Jun-2022,BLOUSE,KERALA,Domestic,379080.0,936,936.0,High
Jul-2024,SET,NL,Domestic,3301908.69,2866,2742.0,Medium
Aug-2021,TOP,TAMIL NADU,Domestic,3547532.34,6288,5996.0,Medium
May-2025,SET,UNITED STATES,International,128897847.84,102761,100310.0,High
Oct-2022,KURTA,JHARKHAND,Domestic,103424.0,391,375.0,Medium
Nov-2022,BLOUSE,IRELAND,International,18497724.52,21538,20378.0,Medium
Nov-2023,BLOUSE,GUJARAT,Domestic,216669.38,376,334.0,Low
Feb-2025,TOP,MALAYSIA,International,124755.27,134,118.0,Low
Mar-2021,SAREE,MANIPUR,Domestic,362388.35,371,347.0,Low
Jun-2025,SAREE,MAHARASHTRA,Domestic,8734696.2,14483,13388.0,Medium
Dec-2024,SAREE,FRANCE,International,791743.37,1282,1221.0,Medium
May-2022,SET,PUNJAB,Domestic,262471.48,295,309.0,Low
Jul-2022,BLOUSE,PB,Domestic,4111954.71,2934,2743.0,Medium
Dec-2023,BLOUSE,IRELAND,International,271594240.49,424630,364160.0,High
Jul-2023,SAREE,ORISSA,Domestic,9544291.58,18759,17211.0,Medium
Mar-2021,BLOUSE,International,Domestic,414646345.67,314026,280236.0,High
Jul-2021,BOTTOM,ODISHA,Domestic,288207653.42,386646,389402.0,High
May-2025,KURTA,MAHARASHTRA,Domestic,3093472.45,9464,8138.0,Medium
May-2022,KURTA,UTTAR PRADESH,Domestic,1585030496.0,3444720,3322488.0,High
May-2022,SET,CHHATTISGARH,Domestic,112160129.0,135321,131125.0,High
Nov-2022,BLOUSE,UTTARAKHAND,Domestic,27780.94,44,39.0,Low
Sep-2025,BOTTOM,SWEDEN,International,218816266.07,619055,623319.0,High
Aug-2025,KURTA,SPAIN,International,232442731.2,531215,540450.0,High
Oct-2023,SET,PUNJAB/MOHALI/ZIRAKPUR,Domestic,373661392.98,442674,463858.0,High
Aug-2023,TOP,DADRA AND NAGAR,Domestic,178174598.61,214998,219596.0,High
Dec-2023,SET,SINGAPORE,International,60721.34,141,122.0,Low
May-2023,SAREE,BELGIUM,International,223293.43,240,213.0,Low
May-2022,SET,MADHYA PRADESH,Domestic,282169461.0,335680,325190.0,High
Mar-2024,SET,LAKSHADWEEP,Domestic,18164078.75,13905,13129.0,Medium
Apr-2022,SET,MIZORAM,Domestic,4161383.0,6294,6294.0,High
Apr-2022,BOTTOM,TELANGANA,Domestic,39558.0,114,114.0,Low
May-2024,BOTTOM,TELANGANA,Domestic,18230031.34,43188,37134.0,Medium
Dec-2025,SET,INDONESIA,International,2825378.27,2005,1735.0,Medium
Apr-2024,TOP,NEW DELHI,Domestic,395376.69,1229,1163.0,Low
Sep-2025,SAREE,JHARKHAND,Domestic,261214220.82,417666,434172.0,High
Sep-2023,TOP,SWITZERLAND,International,412924750.58,299324,301235.0,High
Dec-2023,SAREE,ASSAM,Domestic,341577675.61,1136766,1149473.0,High
Apr-2024,BOTTOM,PB,Domestic,114647.98,366,367.0,Low
Jun-2024,BLOUSE,PB,Domestic,173288.45,170,147.0,Low
Aug-2024,KURTA,SINGAPORE,International,363003.87,397,412.0,Low
Jul-2025,KURTA,International,Domestic,1177626.59,861,842.0,Medium
Nov-2022,BLOUSE,VIETNAM,International,297663.43,876,904.0,Low
Feb-2024,KURTA,DENMARK,International,13675059.25,14378,12891.0,Medium
Feb-2023,BOTTOM,TRIPURA,Domestic,319289213.68,849788,777489.0,High
Mar-2021,KURTA,TRIPURA,Domestic,440835.01,396,379.0,Low
Jan-2025,SAREE,SWITZERLAND,International,370680.25,768,792.0,Low
Apr-2023,TOP,AR,Domestic,186935553.46,573466,497972.0,High
Apr-2022,KURTA,LADAKH,Domestic,1918672.0,3704,3704.0,High
Mar-2024,KURTA,HIMACHAL PRADESH,Domestic,5320518.44,4440,4006.0,Medium
May-2024,KURTA,KERALA,Domestic,18652513.82,43067,40106.0,Medium
Jul-2021,SET,MEGHALAYA,Domestic,311413.28,223,212.0,Low
Nov-2024,BLOUSE,PUNJAB/MOHALI/ZIRAKPUR,Domestic,2193826.71,1920,1652.0,Medium
Jan-2025,BOTTOM,ASSAM,Domestic,307140.79,364,377.0,Low
Jan-2024,TOP,SWEDEN,International,10960002.47,13291,12009.0,Medium
May-2024,SAREE,FRANCE,International,16765703.88,18887,18934.0,Medium
Jun-2022,SET,CHHATTISGARH,Domestic,77680548.0,97557,90214.0,High
Nov-2022,BOTTOM,RAJASTHAN,Domestic,97730.0,341,315.0,Medium
Nov-2023,BLOUSE,NEW DELHI,Domestic,5678958.17,4652,4145.0,Medium
Apr-2022,SET,JHARKHAND,Domestic,241116846.0,308406,288475.0,High
Oct-2022,TOP,UTTAR PRADESH,Domestic,14154913.21,14112,13650.0,Medium
Oct-2024,BOTTOM,MEXICO,International,10510922.6,8145,8252.0,Medium
Jul-2025,KURTA,ASSAM,Domestic,8283262.39,9890,10090.0,Medium
Nov-2023,KURTA,SWEDEN,International,13254512.28,14503,12788.0,Medium
Jan-2023,KURTA,UNITED STATES,International,16681514.66,15365,14323.0,Medium
Feb-2024,SET,MAHARASHTRA,Domestic,451577.04,376,356.0,Low
Apr-2022,TOP,UTTARAKHAND,Domestic,18768939.0,35301,35301.0,High
May-2022,TOP,UTTAR PRADESH,Domestic,128357019.0,258300,246246.0,High
Jan-2024,BLOUSE,NAGALAND,Domestic,291010.96,521,532.0,Low
Nov-2023,BOTTOM,WEST BENGAL,Domestic,85521445.8,148887,152832.0,High
Sep-2022,TOP,International,International,2351.0,28,22.0,Low
Dec-2022,SET,PUNJAB,Domestic,121317.98,93,84.0,Low
Sep-2021,KURTA,SOUTH KOREA,International,56726.85,67,61.0,Low
Jan-2024,KURTA,ASSAM,Domestic,266036583.64,428173,402906.0,High
Apr-2021,SET,NEW ZEALAND,International,306697.34,514,473.0,Low
Oct-2022,BLOUSE,ODISHA,Domestic,17775697.0,23130,22542.0,High
Jun-2021,SET,NETHERLANDS,International,404162.89,348,337.0,Low
May-2022,SET,RAJASTHAN,Domestic,328248884.0,386032,362954.0,High
Dec-2021,SAREE,PB,Domestic,28471.89,22,20.0,Low
Aug-2024,BLOUSE,ORISSA,Domestic,2964217.77,2018,1808.0,Medium
May-2023,SAREE,SOUTH AFRICA,International,432287527.68,605679,562105.0,High
Jul-2022,SAREE,MADHYA PRADESH,Domestic,8971372.0,19782,17468.0,High
May-2022,TOP,TAMIL NADU,Domestic,96743682.0,197169,193725.0,High
Oct-2022,TOP,ODISHA,Domestic,17553570.0,19784,19754.0,High
Mar-2024,TOP,TELANGANA,Domestic,11217634.87,8215,7154.0,Medium
May-2025,KURTA,INDONESIA,International,478447306.96,899983,923876.0,High
Aug-2025,KURTA,IRELAND,International,100781.33,69,64.0,Low
May-2021,BLOUSE,DELHI,Domestic,4968853.05,5196,5113.0,Medium
Jul-2022,KURTA,International,International,24647622.0,24392,21628.0,High
Jan-2021,BLOUSE,WEST BENGAL,Domestic,340546247.95,336552,346130.0,High
Jun-2021,BOTTOM,INDONESIA,International,208945.78,660,571.0,Low
Mar-2025,TOP,LAKSHADWEEP,Domestic,9675489.73,6724,6855.0,Medium
Oct-2025,SET,JAPAN,International,393629894.89,955426,845104.0,High
Dec-2022,KURTA,SIKKIM,Domestic,5459278.63,4254,4364.0,Medium
Jan-2023,TOP,MEXICO,International,228518.22,705,608.0,Low
Mar-2023,BOTTOM,RJ,Domestic,142279379.52,196991,195242.0,High
Feb-2025,BOTTOM,CHHATTISGARH,Domestic,56163.08,46,39.0,Low
Oct-2023,BLOUSE,THAILAND,International,427117.97,339,306.0,Low
Oct-2024,TOP,DADRA AND NAGAR,Domestic,303310974.76,267392,245671.0,High
May-2022,TOP,KERALA,Domestic,40559127.0,78351,75768.0,High
Jan-2023,BLOUSE,RJ,Domestic,20171.44,16,13.0,Low
Sep-2022,TOP,ODISHA,Domestic,253063.44,802,840.0,Low
Jan-2025,BOTTOM,POLAND,International,19287943.43,13853,13521.0,Medium
Sep-2022,TOP,GOA,Domestic,14705568.2,11938,11713.0,Medium
May-2022,KURTA,HARYANA,Domestic,664286472.0,1292696,1270472.0,High
Apr-2022,KURTA,SIKKIM,Domestic,16601328.0,40744,37040.0,High
Oct-2022,SAREE,MADHYA PRADESH,Domestic,12427224.0,9168,8876.0,High
Apr-2025,BOTTOM,IRELAND,International,127474976.92,89173,86482.0,High
Feb-2023,BLOUSE,FRANCE,International,10602504.72,8852,9005.0,Medium
Jul-2022,BOTTOM,KARNATAKA,Domestic,23964405.0,19655,17969.0,High
Sep-2022,TOP,RAJSHTHAN,Domestic,12903379.89,22826,23868.0,Medium
Dec-2022,SET,RJ,Domestic,350133.78,382,348.0,Low
Oct-2023,TOP,NEW DELHI,Domestic,16013115.64,18351,16078.0,Medium
May-2024,BOTTOM,SIKKIM,Domestic,457470.92,363,375.0,Low
Jul-2025,SET,SAUDI ARABIA,International,471958.28,760,712.0,Low
Mar-2022,SAREE,ITALY,International,11042384.87,10369,10319.0,Medium
Jan-2025,SET,LAKSHADWEEP,Domestic,64088161.87,76842,80676.0,High
Aug-2022,SAREE,HIMACHAL PRADESH,Domestic,2980395.37,2228,2002.0,Medium
Jan-2025,SAREE,NETHERLANDS,International,18592296.2,26591,25278.0,Medium
Sep-2025,SAREE,PONDICHERRY,Domestic,18579909.34,13447,11671.0,Medium
May-2023,TOP,SPAIN,International,2223740.86,3129,3273.0,Medium
Sep-2024,SET,ARUNACHAL PRADESH,Domestic,231735758.77,196328,191420.0,High
Nov-2024,BOTTOM,ARUNACHAL PRADESH,Domestic,188028.99,208,178.0,Low
Sep-2024,BOTTOM,MIZORAM,Domestic,4952934.48,8779,7815.0,Medium
Oct-2022,BLOUSE,International,International,9993.0,86,84.0,Low
Apr-2025,BLOUSE,MADHYA PRADESH,Domestic,159074048.25,255166,224283.0,High
Nov-2022,BLOUSE,TAMIL NADU,Domestic,30674093.0,19680,18014.0,High
Nov-2021,BLOUSE,SWITZERLAND,International,11646349.16,22319,19237.0,Medium
Nov-2023,KURTA,AR,Domestic,53451534.43,144517,149633.0,High
Jun-2022,BOTTOM,ASSAM,Domestic,7201.0,38,38.0,Low
Apr-2022,BLOUSE,PUDUCHERRY,Domestic,98046.0,234,234.0,Medium
Sep-2022,SAREE,PUNJAB,Domestic,8561620.76,7076,7066.0,Medium
Dec-2024,KURTA,UNITED KINGDOM,International,340603747.33,826384,786362.0,High
Jun-2022,KURTA,GERMANY,International,405387.36,566,533.0,Low
Sep-2025,BOTTOM,UAE,International,5524295.45,3925,3437.0,Medium
Jun-2025,TOP,DADRA AND NAGAR,Domestic,243825435.19,182944,174595.0,High
Nov-2022,TOP,HARYANA,Domestic,907.0,16,14.0,Low
Apr-2022,SET,KERALA,Domestic,570836428.0,739545,702830.0,High
Jan-2023,KURTA,SOUTH AFRICA,International,75468020.81,57887,55021.0,High
Dec-2021,KURTA,RAJASTHAN,Domestic,6812751.1,5592,4913.0,Medium
Jul-2022,SET,POLAND,International,8971810.97,14843,13819.0,Medium
Dec-2022,SAREE,KARNATAKA,Domestic,11995837.0,9511,8975.0,High
Jun-2022,BLOUSE,MEXICO,International,14434620.49,13215,11972.0,Medium
Sep-2023,TOP,NEW ZEALAND,International,211888.69,454,446.0,Low
Apr-2022,KURTA,DELHI,Domestic,1215471304.0,2922456,2778000.0,High
Apr-2022,SET,PUNJAB,Domestic,293022415.0,327288,317847.0,High
Mar-2021,KURTA,PB,Domestic,10663.28,16,15.0,Low
Jun-2022,BLOUSE,MADHYA PRADESH,Domestic,569088.0,936,936.0,High
Oct-2023,KURTA,MEXICO,International,358571057.69,605319,571251.0,High
Oct-2022,BLOUSE,PUNJAB,Domestic,283440.74,222,221.0,Low
May-2022,SET,PUNJAB/MOHALI/ZIRAKPUR,Domestic,263947.58,259,247.0,Low
Dec-2024,BLOUSE,NETHERLANDS,International,87537.96,77,67.0,Low
Sep-2022,KURTA,BIHAR,Domestic,33437.1,96,95.0,Low
Jun-2022,BLOUSE,UTTARAKHAND,Domestic,185796.0,234,234.0,High
Aug-2021,KURTA,DENMARK,International,372263902.79,351628,339926.0,High
Sep-2023,KURTA,TAMIL NADU,Domestic,419269.59,567,577.0,Low
Apr-2025,BOTTOM,UAE,International,6396480.32,5097,4674.0,Medium
Dec-2021,KURTA,THAILAND,International,255283.87,237,225.0,Low
Sep-2021,SET,NORWAY,International,489094367.63,390469,383395.0,High
Jun-2022,BOTTOM,MAHARASHTRA,Domestic,76722.0,247,247.0,Medium
May-2022,KURTA,SWITZERLAND,International,233474.29,187,166.0,Low
Jun-2022,BOTTOM,WEST BENGAL,Domestic,13945771.65,12543,11202.0,Medium
Jul-2024,TOP,CANADA,International,482177837.12,478652,451959.0,High
Nov-2023,BLOUSE,POLAND,International,144300.77,114,105.0,Low
Feb-2023,SET,PUNJAB,Domestic,90653.64,240,219.0,Low
Mar-2023,SAREE,SAUDI ARABIA,International,3209895.34,2682,2305.0,Medium
Mar-2025,BLOUSE,UTTAR PRADESH,Domestic,343253.75,311,322.0,Low
Feb-2021,SET,JAMMU & KASHMIR,Domestic,73279087.42,57705,59986.0,High
Nov-2022,SAREE,PUNJAB,Domestic,14870781.0,22841,22130.0,High
Dec-2022,BOTTOM,KERALA,Domestic,65146.0,290,264.0,Medium
Jun-2022,SET,International,International,830808.0,1049,1049.0,High
Oct-2021,TOP,TELANGANA,Domestic,11271139.69,11112,11382.0,Medium
Feb-2025,SET,MADHYA PRADESH,Domestic,16979091.94,19375,17156.0,Medium
Mar-2024,TOP,LADAKH,Domestic,321084032.31,472425,493508.0,High
Jun-2021,SET,ODISHA,Domestic,27556598.24,85958,88822.0,High
Mar-2023,BLOUSE,International,Domestic,12157256.26,11075,10342.0,Medium
Aug-2025,KURTA,HIMACHAL PRADESH,Domestic,3711070.12,3790,3458.0,Medium
Sep-2022,KURTA,DENMARK,International,384778596.29,410422,408001.0,High
Aug-2024,SAREE,NEW DELHI,Domestic,370777.15,376,324.0,Low
Mar-2024,SET,NL,Domestic,132540.41,101,96.0,Low
Dec-2022,TOP,RAJASTHAN,Domestic,18402492.77,28932,29558.0,Medium
Nov-2022,SET,CHHATTISGARH,Domestic,32059816.0,28190,25823.0,High
Apr-2025,BOTTOM,UTTAR PRADESH,Domestic,178453662.97,259849,249860.0,High
May-2022,BOTTOM,ANDHRA PRADESH,Domestic,34086.0,152,114.0,Low
Mar-2025,SAREE,NAGALAND,Domestic,17014990.69,22636,20583.0,Medium
Jun-2022,TOP,SIKKIM,Domestic,3289881.0,4305,4305.0,High
Jun-2023,KURTA,SWITZERLAND,International,275866539.25,260779,249979.0,High
Jan-2023,SET,MEXICO,International,281456.7,298,264.0,Low
Oct-2022,SET,KERALA,Domestic,60019.0,164,152.0,Medium
Jul-2022,SAREE,JAPAN,International,1386204.42,2175,2262.0,Medium
Jun-2025,BOTTOM,GUJARAT,Domestic,3844692.53,3136,2805.0,Medium
Apr-2023,SAREE,BELGIUM,International,10523455.71,10247,10004.0,Medium
Sep-2022,KURTA,DENMARK,International,10477710.12,11163,9727.0,Medium
Jul-2025,TOP,MIZORAM,Domestic,485777.91,328,316.0,Low
Dec-2023,SET,NETHERLANDS,International,457004.73,318,285.0,Low
Mar-2022,TOP,DELHI,Domestic,304794.0,861,861.0,High
Nov-2023,SET,NEW ZEALAND,International,135175473.79,337892,349955.0,High
Dec-2022,BOTTOM,TELANGANA,Domestic,16908227.29,19534,20429.0,Medium
Jun-2021,SAREE,MIZORAM,Domestic,18845079.34,15307,13402.0,Medium
Dec-2022,TOP,NORWAY,International,336216016.02,297343,303242.0,High
Oct-2024,KURTA,CHHATTISGARH,Domestic,81199868.8,197261,190919.0,High
Jun-2022,BOTTOM,UTTAR PRADESH,Domestic,54644.0,152,133.0,Medium
Jun-2022,TOP,KERALA,Domestic,37061745.0,58548,58548.0,High
Oct-2024,BLOUSE,PUNJAB,Domestic,2319104.0,1954,2036.0,Medium
May-2022,BOTTOM,TRIPURA,Domestic,494700.61,415,358.0,Low
May-2022,SAREE,CANADA,International,339642731.18,336427,304447.0,High
Aug-2022,BOTTOM,SINGAPORE,International,15261483.08,42836,38712.0,Medium
Nov-2024,BOTTOM,SINGAPORE,International,171581909.36,169438,165897.0,High
Mar-2023,SAREE,HIMACHAL PRADESH,Domestic,299890763.49,258166,238650.0,High
Sep-2022,BLOUSE,UTTAR PRADESH,Domestic,41090.0,163,158.0,Medium
Sep-2022,SET,NORWAY,International,136372.39,270,265.0,Low
Aug-2024,KURTA,INDONESIA,International,161304.97,247,249.0,Low
Sep-2025,BLOUSE,ITALY,International,360475449.33,271958,268469.0,High
Aug-2024,BOTTOM,SOUTH AFRICA,International,496276119.13,458184,395073.0,High
Dec-2025,SAREE,PUDUCHERRY,Domestic,108007.97,73,67.0,Low
Sep-2021,SAREE,SPAIN,International,3293988.44,2845,2585.0,Medium
Aug-2025,BOTTOM,BELGIUM,International,15372.19,30,29.0,Low
Jun-2022,SET,LAKSHADWEEP,Domestic,499712.73,1396,1459.0,Low
Dec-2021,BLOUSE,SIKKIM,Domestic,12950531.3,18942,16317.0,Medium
Apr-2022,SET,DELHI,Domestic,972901344.0,1237820,1186419.0,High
Aug-2025,BOTTOM,HIMACHAL PRADESH,Domestic,380551216.55,377630,379079.0,High
Dec-2023,SET,MEGHALAYA,Domestic,2695879.97,1897,1682.0,Medium
Jan-2024,SAREE,NORWAY,International,159879266.56,227297,207225.0,High
Jul-2024,BOTTOM,CHANDIGARH,Domestic,9411967.07,9157,8890.0,Medium
Apr-2022,SAREE,UAE,International,283563.79,208,184.0,Low
Oct-2025,TOP,LAKSHADWEEP,Domestic,5861902.65,12575,10989.0,Medium
Jul-2022,BOTTOM,NEW ZEALAND,International,60371266.94,52903,45737.0,High
Jul-2023,BOTTOM,GOA,Domestic,23460.58,29,30.0,Low
Dec-2024,SET,GOA,Domestic,4694161.96,7495,6625.0,Medium
Dec-2025,KURTA,SOUTH KOREA,International,132029816.83,92360,89382.0,High
May-2022,TOP,MAHARASHTRA,Domestic,351218259.0,708603,688800.0,High
Aug-2025,TOP,IRELAND,International,466603276.73,341094,343536.0,High
Dec-2024,SET,NORWAY,International,3196372.79,2190,2221.0,Medium
Apr-2024,TOP,FRANCE,International,235012947.3,250929,234155.0,High
May-2023,BOTTOM,PORTUGAL,International,2503980.73,4942,4626.0,Medium
Sep-2024,BLOUSE,ANDHRA PRADESH,Domestic,262315.45,526,549.0,Low
Jul-2022,KURTA,BRAZIL,International,371147.42,388,384.0,Low
Feb-2025,BOTTOM,UAE,International,81290.81,62,52.0,Low
Jun-2023,TOP,ORISSA,Domestic,314928.46,221,196.0,Low
Nov-2025,BLOUSE,MANIPUR,Domestic,358105317.69,261681,270363.0,High
Oct-2022,TOP,PUNJAB,Domestic,109438.82,111,116.0,Low
Nov-2021,BLOUSE,MEGHALAYA,Domestic,381021775.78,274779,279470.0,High
